countryOrRegion;county;isoCode;lat;long;newDeaths;newlyConfirmedCases;newlyRecoveredCases;provinceOrState;totalConfirmedCases;totalDeaths;totalRecoveredCases
India;;IN;21.0;78.0;10;127;17;;1643543;35817;1060000
